manufacturer,model_name,production_start,production_end,recall_start_date,recall_count,recall_reason
폭스바겐그룹,가야르도 LP560-4,2007-10-01,2009-07-30,2013-11-01,9,카본 세라믹 브레이크 디스크의 부식 균열로 인하여 급속벨(휠허브 연결부)을 고정하고 있는 스테인레스 스틸 나사 손상으로 제동거리가 길어져 안전운행에 지장
비엠더블유,120d,2012-06-11,2012-08-29,2013-11-01,126,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
비엠더블유,118d,2012-06-14,2012-08-30,2013-11-01,72,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
비엠더블유,335i,2012-03-06,2012-03-06,2013-11-01,1,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
비엠더블유,320i,2012-02-28,2012-08-06,2013-11-01,700,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
비엠더블유,116i,2012-04-12,2012-04-12,2013-11-01,1,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
비엠더블유,320d,2011-10-18,2012-08-09,2013-11-01,3908,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
비엠더블유,320xd,2012-07-26,2012-07-26,2013-11-01,2,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
비엠더블유,335iH,2012-07-02,2012-07-03,2013-11-01,4,전면부 전자모듈(FEM) 프로그램 결함으로 와이퍼 초기위치 복귀불량 및 비상경고등문 잠금장치트렁크 잠금장치실내등이 비정상적으로 작동되어 안전운행에 지장
폭스바겐그룹,콘티낸탈 슈퍼스포츠,2007-10-01,2009-07-30,2013-12-04,8,브레이크 디스크 고정볼트 부식으로 제동이 되지않아 안전운행에 지장
폭스바겐그룹,콘티낸탈 GT,2007-10-01,2009-07-30,2013-12-04,2,브레이크 디스크 고정볼트 부식으로 제동이 되지않아 안전운행에 지장
폭스바겐그룹,콘티낸탈 GT 스피드,2007-10-01,2009-07-30,2013-12-04,1,브레이크 디스크 고정볼트 부식으로 제동이 되지않아 안전운행에 지장
폭스바겐그룹,A8 3.0TDI,2013-03-14,2013-07-15,2013-12-06,125,선 루프 패널에 고른 하중 분배가 되지 않아 문을 세게 닫는 경우 선 루프가 파손되어 안전운행에 지장
폭스바겐그룹,A8 4.2TDI,2013-03-14,2013-07-15,2013-12-06,90,선 루프 패널에 고른 하중 분배가 되지 않아 문을 세게 닫는 경우 선 루프가 파손되어 안전운행에 지장
폭스바겐그룹,A8 4.0TFSI,2013-03-14,2013-07-15,2013-12-06,1,선 루프 패널에 고른 하중 분배가 되지 않아 문을 세게 닫는 경우 선 루프가 파손되어 안전운행에 지장
폭스바겐그룹,A8 4.0TFSI,2013-03-14,2013-07-15,2013-12-06,40,선 루프 패널에 고른 하중 분배가 되지 않아 문을 세게 닫는 경우 선 루프가 파손되어 안전운행에 지장
폭스바겐그룹,POLO 1.6 TDI,2012-11-03,2013-05-13,2013-12-06,973,변속기 오일에 생성되는 침전물로 인하여 변속기 내의 퓨즈가 단선되어 바퀴로 동력을 전달하지 못하여 안전운행에 지장
폭스바겐그룹,JETTA 1.6 TDI BMT,2012-11-13,2013-06-06,2013-12-06,521,변속기 오일에 생성되는 침전물로 인하여 변속기 내의 퓨즈가 단선되어 바퀴로 동력을 전달하지 못하여 안전운행에 지장
폭스바겐그룹,GOLF A7 1.6 TDI BMT,2013-04-04,2013-06-06,2013-12-06,373,변속기 오일에 생성되는 침전물로 인하여 변속기 내의 퓨즈가 단선되어 바퀴로 동력을 전달하지 못하여 안전운행에 지장
폭스바겐그룹,GOLF 1.6 TDI BMT,2012-10-30,2012-11-22,2013-12-06,82,변속기 오일에 생성되는 침전물로 인하여 변속기 내의 퓨즈가 단선되어 바퀴로 동력을 전달하지 못하여 안전운행에 지장
폭스바겐그룹,GOLF 1.4 TSI,2012-11-02,2012-11-22,2013-12-06,36,변속기 오일에 생성되는 침전물로 인하여 변속기 내의 퓨즈가 단선되어 바퀴로 동력을 전달하지 못하여 안전운행에 지장
폭스바겐그룹,티구안 2.0TDI,2008-04-12,2011-05-31,2013-12-06,3233,"전조등 퓨즈가 단선되어 전조등, 방향지시등, 안개등 및 제동등이 점등되지 않아 안전운행에 지장"
폭스바겐그룹,티구안 2.0TSI,2008-05-16,2009-10-02,2013-12-06,338,"전조등 퓨즈가 단선되어 전조등, 방향지시등, 안개등 및 제동등이 점등되지 않아 안전운행에 지장"
폭스바겐그룹,S6 4.0,2012-07-04,2013-08-02,2013-12-06,101,연료파이프 고정 부위에서 균열이 발생하여 연료가 누유되어 화재의 위험성이 있어 안전운행에 지장
폭스바겐그룹,S7 4.0,2012-07-04,2013-08-02,2013-12-06,183,연료파이프 고정 부위에서 균열이 발생하여 연료가 누유되어 화재의 위험성이 있어 안전운행에 지장
비엠더블유,750i,2005-03-01,2007-02-08,2013-12-27,11,자동 문 잠금장치 소프트웨어 결함으로 문이 완전히 닫히지 않아 주행 중 열릴 수 있어 안전운행에 지장
비엠더블유,745Li,2004-09-23,2004-11-29,2013-12-27,22,자동 문 잠금장치 소프트웨어 결함으로 문이 완전히 닫히지 않아 주행 중 열릴 수 있어 안전운행에 지장
비엠더블유,750Li,2005-03-01,2007-03-27,2013-12-27,233,자동 문 잠금장치 소프트웨어 결함으로 문이 완전히 닫히지 않아 주행 중 열릴 수 있어 안전운행에 지장
비엠더블유,760Li,2005-06-01,2006-10-26,2013-12-27,23,자동 문 잠금장치 소프트웨어 결함으로 문이 완전히 닫히지 않아 주행 중 열릴 수 있어 안전운행에 지장
비엠더블유,735Li,2003-07-17,2003-07-17,2013-12-27,1,자동 문 잠금장치 소프트웨어 결함으로 문이 완전히 닫히지 않아 주행 중 열릴 수 있어 안전운행에 지장
비엠더블유,735Li,2003-07-17,2003-07-17,2013-12-27,1,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,750Li,2005-03-01,2008-07-16,2013-12-27,1020,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,760Li,2004-11-04,2008-04-29,2013-12-27,105,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,750i,2007-01-17,2007-07-23,2013-12-27,2,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,745Li,2004-09-23,2004-11-29,2013-12-27,129,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,730i,2004-02-16,2004-02-16,2013-12-27,1,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,730Li,2007-03-05,2007-03-05,2013-12-27,1,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,745i,2005-01-24,2005-01-24,2013-12-27,1,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,750i,2005-02-24,2008-04-25,2013-12-27,34,스마트키를 제어하는 소프트웨어 결함으로 운전자의 의도와 다르게 변속위치가 P(주차)에서 N(중립)상태로 변경되어 운전자의 의도와는 다르게 차량이 이동 될수 있어 안전운행에 지장
비엠더블유,535d,2008-04-16,2009-04-27,2014-01-29,25,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,528i(XG31),2011-09-26,2013-06-10,2014-01-29,1364,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,X3 xDrive 28i,2012-08-08,2013-03-23,2014-01-29,28,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,Z4sDrive28i,2012-07-05,2013-05-29,2014-01-29,26,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,X3 28i,2012-07-23,2012-10-08,2014-01-29,3,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,528ixDrive,2012-07-23,2013-05-21,2014-01-29,644,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,M5 Sedan,2007-09-14,2008-09-15,2014-01-29,11,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,525d,2007-04-04,2007-04-04,2014-01-29,1,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,535i,2007-06-25,2008-04-01,2014-01-29,3,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,528i,2007-03-08,2009-08-26,2014-01-29,15,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,535xi,2009-10-05,2009-10-05,2014-01-29,1,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,525i,2007-02-21,2009-12-17,2014-01-29,9822,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,520d,2008-04-15,2009-12-15,2014-01-29,582,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,530i,2007-02-21,2009-09-23,2014-01-29,339,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,550i,2007-02-21,2008-10-15,2014-01-29,8,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,528xi,2007-05-30,2009-01-12,2014-01-29,2,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,520i,2007-07-23,2009-11-23,2014-01-29,886,트렁크 리드 라이트 전구 홀더 오류로 커넥터의 전기저항이 증가하여 미등이 정상적으로 작동할수없음
비엠더블유,328xi,2012-09-05,2012-09-05,2014-01-29,1,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,320i,2012-06-29,2013-06-05,2014-01-29,279,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,328i,2012-07-02,2013-05-13,2014-01-29,48,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,520i,2012-12-21,2013-01-14,2014-01-29,12,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
비엠더블유,328i GT,2013-04-13,2013-05-06,2014-01-29,18,엔진 흡기 캠샤프트 내 오일공급회로 제작 결함으로 브레이크 페달이 딱딱해질 수 있음
현대자동차,투싼,2011-01-01,2013-12-26,2014-05-20,122561,혼(경음기) 커버 체결 토크 작업 불량으로 주행시 혼 커버 이탈 가능성 및 이탈 시 에어백 성능에 영향이 있을 수 있음
폭스바겐그룹,PASSAT 2.0 TDI,2011-09-02,2012-12-04,2014-06-13,2189,하향등 전구 소켓의 접촉불량으로 차량의 전조등이 미작동하는 현상 발생
폭스바겐그룹,PASSAT 2.5 MPI,2012-06-21,2012-12-04,2014-06-13,708,하향등 전구 소켓의 접촉불량으로 차량의 전조등이 미작동하는 현상 발생
기아,K7,2012-09-21,2013-08-27,2014-06-23,2595,고속으로 웅덩이 통과 시 간헐적으로 휠 크랙 가능성
기아,쏘울,2013-10-16,2013-12-31,2014-07-07,2474,스티어링 기어박스 피니언 플러그 나사 고정제 도포 부위 물림량 부족
비엠더블유,X5,2013-12-19,2014-03-10,2014-08-09,52,차일드 세이프티 로크가 작동 중에도 뒷좌석 내부에서 도어 핸들을 작동시키면 드문경우 뒷문의 잠금이 해제되어 문이 개방될 가능성을 배제할수 없으며 이로인해 경고등 및 메시지가 뜨며 경고음이 발생하여 운전자는 인지하게 됩니다 14.01.06~14.03.10:36대 13.12.19~14.03.05:16대
